chr_clinical_care_id,fips_code,uninsured,uninsured_numerator,uninsured_denominator,primary_care_physicians,primary_care_physicians_numerator,primary_care_physicians_denominator,ratio_of_population_to_primary_care_physicians,dentists,dentists_numerator,dentists_denominator,ratio_of_population_to_dentists,mental_health_providers,mental_health_providers_numerator,mental_health_providers_denominator,ratio_of_population_to_mental_health_providers,preventable_hospital_stays,mammography_screening,flu_vaccinations,uninsured_adults,uninsured_adults_numerator,uninsured_adults_denominator,uninsured_children,uninsured_children_numerator,uninsured_children_denominator,other_primary_care_providers,other_primary_care_providers_numerator,other_primary_care_providers_denominator,ratio_of_population_to_other_providers
f4ff56f4,48305,0.190048087,909,4783,0.000512033,3,5859,1953,0.000170155,1,5877,5877,NULL,0,5877,NULL,4425,0.3,0.31,0.224270353,730,3255,0.120817844,195,1614,0.000680619,4,5877,1469.25
f500205b,48439,0.183571555,331573,1806233,0.000582144,1196,2054475,1717.788462,0.000582753,1215,2084931,1715.992593,0.001218745,2541,2084931,820.5159386,5733,0.4,0.49,0.216629006,273899,1264369,0.111415122,63361,568693,0.000805302,1679,2084931,1241.769506
f5430ba3,48219,0.206437995,3912,18950,0.000563063,13,23088,1776,0.000478677,11,22980,2089.090909,0.000652742,15,22980,1532,3907,0.31,0.31,0.250710282,3265,13023,0.114782886,719,6264,0.000435161,10,22980,2298
f5495ccf,22009,0.102420203,3212,31361,0.000268424,11,40980,3725.454546,0.000247146,10,40462,4046.2,0.001705304,69,40462,586.4057971,6979,0.35,0.37,0.134758279,2938,21802,0.029908585,301,10064,0.000617864,25,40462,1618.48
f55d8bd2,13161,0.188147434,2343,12453,0.000266223,4,15025,3756.25,0.000066538,1,15029,15029,0.000066538,1,15029,15029,4519,0.36,0.39,0.235321528,2020,8584,0.086744639,356,4104,0.000399228,6,15029,2504.833333
f57ef45b,53031,0.083405645,1634,19591,0.000832426,26,31234,1201.307692,0.000472754,15,31729,2115.266667,0.004034164,128,31729,247.8828125,683,0.37,0.39,0.094429005,1495,15832,0.038693467,154,3980,0.001071575,34,31729,933.2058824
f58ce0e7,42079,0.06647166,16339,245804,0.000790942,251,317343,1264.314741,0.00068315,217,317646,1463.806452,0.001001114,318,317646,998.8867925,5222,0.43,0.47,0.075224676,13945,185378,0.040972711,2620,63945,0.001092411,347,317646,915.4063401
f5afbb73,47121,0.12482722,1174,9405,0.000497183,6,12068,2011.333333,0.0000812612,1,12306,12306,0.0000812612,1,12306,12306,3564,0.44,0.35,0.151754891,1055,6952,0.051016494,133,2607,0.000650089,8,12306,1538.25
f5b0d254,40149,0.175160647,1581,9026,0.000269445,3,11134,3711.333333,0.000179743,2,11127,5563.5,0.000539229,6,11127,1854.5,4829,0.28,0.49,0.209383421,1321,6309,0.098782609,284,2875,0.0000898715,1,11127,11127
f5b2d0a5,13059,0.162971595,16782,102975,0.000653214,83,127064,1530.891566,0.000510485,65,127330,1958.923077,0.002678081,341,127330,373.4017595,5005,0.46,0.49,0.187737352,15325,81630,0.071205078,1593,22372,0.001617843,206,127330,618.1067961
f5c273ee,27035,0.051908059,2579,49684,0.001055507,68,64424,947.4117647,0.000785958,51,64889,1272.333333,0.002943488,191,64889,339.7329843,6249,0.52,0.49,0.059912703,2155,35969,0.03208779,462,14398,0.001094176,71,64889,913.9295775
f5cfaeb8,53061,0.062076402,43121,694644,0.000525178,421,801633,1904.11639,0.000725242,591,814901,1378.8511,0.003269109,2664,814901,305.8937688,2918,0.37,0.49,0.075850919,38894,512769,0.024830345,4742,190976,0.000600073,489,814901,1666.464213
f60a5d42,50017,0.057561626,1296,22515,0.000759301,22,28974,1317,0.000310356,9,28999,3222.111111,0.003310459,96,28999,302.0729167,4544,0.47,0.43,0.06997389,1206,17235,0.017442906,97,5561,0.000931067,27,28999,1074.037037
f6107081,08049,0.106389701,1347,12661,0.000783239,12,15321,1276.75,0.000386473,6,15525,2587.5,0.001867955,29,15525,535.3448276,1627,0.39,0.46,0.115796785,1167,10078,0.07166362,196,2735,0.000450886,7,15525,2217.857143
f61747ac,26147,0.059241578,7669,129453,0.000476938,76,159350,2096.710526,0.000577393,92,159337,1731.923913,0.002441366,389,159337,409.6066838,5988,0.36,0.46,0.070733149,6822,96447,0.02687634,940,34975,0.000728017,116,159337,1373.594828
f6375b10,31145,0.087363305,719,8230,0.000652498,7,10728,1532.571429,0.000932314,10,10726,1072.6,0.001678165,18,10726,595.8888889,4330,0.42,0.52,0.100898762,595,5897,0.055352055,136,2457,0.001212008,13,10726,825.0769231
f6455bc5,17175,0.062806444,269,4283,0.000184027,1,5434,5434,0.000184264,1,5427,5427,NULL,0,5427,NULL,3552,0.4,0.45,0.075708763,235,3104,0.029505582,37,1254,0.000368528,2,5427,2713.5
f653fabd,55083,0.06277382,1877,29901,0.000319548,12,37553,3129.416667,0.000343643,13,37830,2910,0.000370077,14,37830,2702.142857,2470,0.48,0.35,0.069430793,1554,22382,0.044253382,350,7909,0.000713719,27,37830,1401.111111
f66eca0b,39061,0.068382766,46165,675097,0.001102207,897,813822,907.270903,0.000734678,600,816684,1361.14,0.003726043,3043,816684,268.3812028,4832,0.47,0.52,0.078498912,38583,491510,0.042676846,8217,192540,0.00147303,1203,816684,678.872818
f689755e,36049,0.058170983,1269,21815,0.000640277,17,26551,1561.823529,0.000189057,5,26447,5289.4,0.002117442,56,26447,472.2678571,5410,0.55,0.54,0.068506125,1085,15838,0.031438552,198,6298,0.000718418,19,26447,1391.947368
f68b7d2b,05133,0.177437249,2559,14422,0.000467426,8,17115,2139.375,0.000350079,6,17139,2856.5,0.000525118,9,17139,1904.333333,6610,0.27,0.47,0.227886978,2226,9768,0.07420278,363,4892,0.000758504,13,17139,1318.384615
f6a010a0,37139,0.122188156,3786,30985,0.000679365,27,39743,1471.962963,0.000479326,19,39639,2086.263158,0.001967759,78,39639,508.1923077,5308,0.47,0.44,0.152849741,3422,22388,0.044200731,399,9027,0.00141275,56,39639,707.8392857
f6be28d0,36011,0.050618109,3030,59860,0.000270608,21,77603,3695.380952,0.000479616,37,77145,2085,0.00189254,146,77145,528.390411,5932,0.54,0.55,0.058292759,2610,44774,0.028390177,452,15921,0.00094627,73,77145,1056.780822
f6f29f32,01057,0.114599564,1471,12836,0.000971581,16,16468,1029.25,0.000304266,5,16433,3286.6,0.000121706,2,16433,8216.5,5911,0.36,0.45,0.145282819,1369,9423,0.031085207,112,3603,0.000365119,6,16433,2738.833333
f6fbc6f3,27137,0.051609685,8070,156366,0.00127,254,200000,787.4015748,0.000876078,175,199754,1141.451429,0.002633239,526,199754,379.7604563,5668,0.44,0.49,0.058051476,6922,119239,0.032393935,1269,39174,0.001461798,292,199754,684.0890411
f712daca,19035,0.059687352,504,8444,0.000618593,7,11316,1616.571429,0.000353326,4,11321,2830.25,0.00123664,14,11321,808.6428571,4857,0.52,0.48,0.069293925,422,6090,0.03564196,88,2469,0.001413303,16,11321,707.5625
f71f949a,27055,0.048860157,718,14695,0.000696677,13,18660,1435.384615,0.000484444,9,18578,2064.222222,0.000215308,4,18578,4644.5,3895,0.57,0.57,0.054285981,582,10721,0.035619735,148,4155,0.000430617,8,18578,2322.25
f7357370,48351,0.175102861,1830,10451,NULL,0,13952,NULL,NULL,0,13746,NULL,0.000145497,2,13746,6873,5511,0.29,0.34,0.203155561,1558,7669,0.103530211,305,2946,0.000145497,2,13746,6873
f7370fc2,21163,0.057855029,1388,23991,0.000213114,6,28154,4692.333333,0.000243775,7,28715,4102.142857,0.000800975,23,28715,1248.478261,5744,0.35,0.44,0.066380673,1176,17716,0.035708905,237,6637,0.0004179,12,28715,2392.916667
f73b5c05,24045,0.081475077,6785,83277,0.00068012,70,102923,1470.328571,0.000833374,86,103195,1199.941861,0.00321721,332,103195,310.8283133,4387,0.43,0.47,0.096930825,5909,60961,0.041684336,983,23582,0.002093125,216,103195,477.7546296
f756dcca,54107,0.070861124,4781,67470,0.000822523,70,85104,1215.771429,0.000617555,52,84203,1619.288462,0.001401375,118,84203,713.5847458,6774,0.46,0.49,0.088251748,4417,50050,0.022036019,405,18379,0.001377623,116,84203,725.887931
f767dc86,49055,0.152398871,324,2126,0.000367782,1,2719,2719,0.001115242,3,2690,896.6666667,0.005947955,16,2690,168.125,536,0.44,0.12,0.161805556,233,1440,0.133608815,97,726,0.001115242,3,2690,896.6666667
f76d2d39,40057,0.242050309,510,2107,0.000371886,1,2689,2689,0.000375375,1,2664,2664,0.000375375,1,2664,2664,14776,0.33,0.49,0.286304198,416,1453,0.145323741,101,695,0.001876877,5,2664,532.8
f771c809,18021,0.084085067,1799,21395,0.000419879,11,26198,2381.636364,0.00022927,6,26170,4361.666667,0.00045854,12,26170,2180.833333,5727,0.34,0.41,0.096535291,1499,15528,0.053176014,329,6187,0.00045854,12,26170,2180.833333
f7c92282,32017,0.122460038,452,3691,0.000382922,2,5223,2611.5,0.000192271,1,5201,5201,0.000384541,2,5201,2600.5,5390,0.2,0.33,0.127635109,333,2609,0.112945265,130,1151,0.000769083,4,5201,1300.25
f7ca0e27,31111,0.088023699,2496,28356,0.000538549,19,35280,1856.842105,0.00071053,25,35185,1407.4,0.002444223,86,35185,409.127907,6352,0.4,0.5,0.105399224,2120,20114,0.047348923,409,8638,0.001335797,47,35185,748.6170213
f80869ec,48425,0.197295036,1415,7172,0.000678349,6,8845,1474.166667,0.000221828,2,9016,4508,0.000221828,2,9016,4508,2754,0.42,0.45,0.215485615,1116,5179,0.153333333,322,2100,0.000887311,8,9016,1127
f81a4786,54073,0.060948905,334,5480,0.00013312,1,7512,7512,0.000532836,4,7507,1876.75,0.000666045,5,7507,1501.4,8281,0.34,0.47,0.074637859,304,4073,0.022132797,33,1491,0.000133209,1,7507,7507
f8218982,04025,0.12924382,20081,155373,0.000622348,142,228168,1606.816901,0.000650882,151,231993,1536.377483,0.001870746,434,231993,534.546083,2246,0.42,0.42,0.142530623,16837,118129,0.090622297,3562,39306,0.001025893,238,231993,974.7605042
f828ca54,06017,0.054030715,8134,150544,0.000814871,154,188987,1227.188312,0.000765689,146,190678,1306.013699,0.003314488,632,190678,301.7056962,3277,0.42,0.45,0.062993386,7086,112488,0.02939497,1184,40279,0.000440533,84,190678,2269.976191
f832daaf,55087,0.053059076,8368,157711,0.000816945,152,186059,1224.072368,0.000853948,160,187365,1171.03125,0.002102847,394,187365,475.5456853,2263,0.55,0.53,0.061789075,7040,113936,0.03210231,1476,45978,0.001136819,213,187365,879.6478873
f8445cee,31031,0.149326265,676,4527,0.000687522,4,5818,1454.5,0.001562229,9,5761,640.1111111,0.000173581,1,5761,5761,3139,0.42,0.1,0.168952619,542,3208,0.101744186,140,1376,0.001215067,7,5761,823
f85144e2,21159,0.073218433,599,8181,0.000349284,4,11452,2863,0.0000883158,1,11323,11323,0.000441579,5,11323,2264.6,13308,0.27,0.36,0.083541355,502,6009,0.045831515,105,2291,0.000618211,7,11323,1617.571429
f85d2427,01115,0.100410683,7286,72562,0.00017007,15,88199,5879.933333,0.000293156,26,88690,3411.153846,0.000202954,18,88690,4927.222222,6284,0.38,0.39,0.129207921,6786,52520,0.02639324,556,21066,0.000507385,45,88690,1970.888889
f89eb6eb,17045,0.060119355,816,13573,0.00034626,6,17328,2888,0.000288018,5,17360,3472,0.00109447,19,17360,913.6842105,6728,0.34,0.32,0.071903863,724,10069,0.027356446,101,3692,0.001497696,26,17360,667.6923077
f8b56a3e,34003,0.086233725,67776,785957,0.001176711,1116,948406,849.8261649,0.001292848,1211,936692,773.4863749,0.002421287,2268,936692,413.0035273,3231,0.43,0.5,0.102514769,59835,583672,0.041062553,8757,213260,0.000523118,490,936692,1911.616327
f8b8adf6,31033,0.067916878,536,7892,0.000620091,6,9676,1612.666667,0.000537057,5,9310,1862,0.001074114,10,9310,931,4048,0.3,0.34,0.079200856,444,5606,0.043222828,103,2383,0.001074114,10,9310,931
f8f2f18c,29223,0.149676134,1502,10035,0.000300842,4,13296,3324,0.0000762079,1,13122,13122,0.000609663,8,13122,1640.25,6299,0.3,0.14,0.180641682,1340,7418,0.063272727,174,2750,0.000457247,6,13122,2187
f8f61be2,26109,0.069572699,1213,17435,0.000347132,8,23046,2880.75,0.000609146,14,22983,1641.642857,0.001131271,26,22983,883.9615385,3356,0.48,0.32,0.080264542,1068,13306,0.036599227,161,4399,0.000435104,10,22983,2298.3
f90e1e91,47025,0.117277054,2834,24165,0.000601095,19,31609,1663.631579,0.000188941,6,31756,5292.666667,0.000157451,5,31756,6351.2,4486,0.37,0.41,0.141433938,2598,18369,0.04248366,260,6120,0.001543016,49,31756,648.0816327
f91c65bf,26049,0.067293853,22396,332809,0.000864048,352,407385,1157.34375,0.000722551,294,406892,1383.986395,0.002870541,1168,406892,348.3664384,6404,0.47,0.48,0.081578384,19818,242932,0.029350105,2786,94923,0.000847891,345,406892,1179.397101
f92904f5,13007,0.191636216,472,2463,NULL,0,3200,NULL,0,0,3092,-3092,0.000323415,1,3092,3092,10012,0.59,0.28,0.221682848,411,1854,0.1,64,640,0.000970246,3,3092,1030.666667
f933dd28,47019,0.120095672,5222,43482,0.00037176,21,56488,2689.904762,0.000283935,16,56351,3521.9375,0.000301681,17,56351,3314.764706,5715,0.44,0.44,0.14656107,4867,33208,0.036689655,399,10875,0.000656599,37,56351,1523
f964a0c1,54099,0.078029656,2468,31629,0.000547904,22,40153,1825.136364,0.000325456,13,39944,3072.615385,0.001552173,62,39944,644.2580645,6651,0.38,0.45,0.095579197,2255,23593,0.027357051,233,8517,0.000901262,36,39944,1109.555556
f97b5e92,21227,0.073156465,7754,105992,0.000706275,91,128845,1415.879121,0.000655168,86,131264,1526.325581,0.002552109,335,131264,391.8328358,5701,0.39,0.49,0.086158812,6673,77450,0.039983993,1199,29987,0.001127499,148,131264,886.9189189
f98a43ec,19103,0.055068976,6910,125479,0.001816232,271,149210,550.5904059,0.00227423,344,151260,439.7093023,0.003649346,552,151260,274.0217391,3421,0.54,0.63,0.064580797,6153,95276,0.027084908,860,31752,0.002789898,422,151260,358.436019
f9adb740,42057,0.074641317,848,11361,0.00020562,3,14590,4863.333333,0.000137713,2,14523,7261.5,0.000413138,6,14523,2420.5,6465,0.43,0.36,0.081068361,689,8499,0.057208995,173,3024,0.001101701,16,14523,907.6875
f9b0af65,20121,0.071598873,1982,27682,0.000478169,16,33461,2091.3125,0.00023753,8,33680,4210,0.001603325,54,33680,623.7037037,4909,0.44,0.4,0.083937291,1633,19455,0.044183638,384,8691,0.000593824,20,33680,1684
f9cc509f,19019,0.052741273,911,17273,0.000282992,6,21202,3533.666667,0.000377376,8,21199,2649.875,0.001037785,22,21199,963.5909091,3472,0.46,0.5,0.063446409,750,11821,0.030621172,175,5715,0.00047172,10,21199,2119.9
f9cff0f9,12049,0.200375323,4271,21315,0.000109445,3,27411,9137,0.000330336,9,27245,3027.222222,0.00018352,5,27245,5449,7502,0.36,0.36,0.257648283,3714,14415,0.083390765,605,7255,0.000440448,12,27245,2270.416667
f9dd6e11,54051,0.074857405,1798,24019,0.0004168,13,31190,2399.230769,0.000454767,14,30785,2198.928571,0.0001949,6,30785,5130.833333,9042,0.37,0.46,0.09135201,1650,18062,0.025546863,160,6263,0.0005847,18,30785,1710.277778
fa0d391c,51183,0.130624093,900,6890,0.000263783,3,11373,3791,0.000177983,2,11237,5618.5,0.000177983,2,11237,5618.5,6863,0.47,0.44,0.152793834,793,5190,0.06614786,119,1799,0.000177983,2,11237,5618.5
fa25732b,29155,0.117351399,1611,13728,0.000237727,4,16826,4206.5,0.0000614553,1,16272,16272,0.001413471,23,16272,707.4782609,8920,0.33,0.29,0.15041841,1438,9560,0.043694816,193,4417,0.00116765,19,16272,856.4210526
fa4c26a0,12129,0.123974401,3022,24376,0.000311333,10,32120,3212,0.000123225,4,32461,8115.25,0.000431287,14,32461,2318.642857,5428,0.36,0.38,0.148202996,2602,17557,0.06504517,468,7195,0.000277256,9,32461,3606.777778
fa4f3160,47145,0.107791188,4394,40764,0.000358247,19,53036,2791.368421,0.000489274,26,53140,2043.846154,0.000451637,24,53140,2214.166667,6166,0.46,0.53,0.130554387,4034,30899,0.038502059,402,10441,0.000997365,53,53140,1002.641509
fa5421cc,08037,0.122499332,5958,48637,0.000766815,42,54772,1304.095238,0.000618261,34,54993,1617.441177,0.001727493,95,54993,578.8736842,1140,0.47,0.52,0.137542709,5032,36585,0.079870181,1009,12633,0.00083647,46,54993,1195.5
fa5a7446,02130,0.171864232,1995,11608,0.001010393,14,13856,989.7142857,0.000790343,11,13918,1265.272727,0.002730277,38,13918,366.2631579,2937,0.34,0.38,0.195356936,1683,8615,0.107711918,338,3138,0.001436988,20,13918,695.9
fa66d9e4,54047,0.09834814,1417,14408,0.000270915,5,18456,3691.2,0.000219503,4,18223,4555.75,0.000329254,6,18223,3037.166667,8430,0.27,0.26,0.123240741,1331,10800,0.024802111,94,3790,0.001207266,22,18223,828.3181818
fa6aa194,41005,0.062736272,21574,343884,0.000896596,370,412672,1115.32973,0.000797933,332,416075,1253.237952,0.003102806,1291,416075,322.2889233,2601,0.43,0.46,0.074817864,18978,253656,0.030475131,2903,95258,0.000545575,227,416075,1832.929515
fa759ac1,29047,0.08583864,17888,208391,0.000695834,169,242874,1437.12426,0.000625089,154,246365,1599.772727,0.00119741,295,246365,835.1355932,4961,0.46,0.53,0.10575493,15857,149941,0.036927043,2263,61283,0.000698151,172,246365,1432.354651
fa7cd7a4,25025,0.041605883,27351,657383,0.00148257,1183,797939,674.5046492,0.002073702,1674,807252,482.2293907,0.008232869,6646,807252,121.4643395,5231,0.48,0.48,0.048061596,25387,528218,0.016215147,2214,136539,0.003125418,2523,807252,319.9571938
fa864d21,19057,0.052757639,1630,30896,0.000684984,27,39417,1459.888889,0.000689867,27,39138,1449.555556,0.002018499,79,39138,495.4177215,5588,0.46,0.58,0.062976928,1403,22278,0.026919682,244,9064,0.000970923,38,39138,1029.947368
fa877175,48135,0.21127024,29371,139021,0.000592029,93,157087,1689.107527,0.000407096,66,162124,2456.424242,0.000468777,76,162124,2133.210526,5526,0.26,0.39,0.258949492,23871,92184,0.123772583,6063,48985,0.000795687,129,162124,1256.775194
fa9eb232,06045,0.107273955,7306,68106,0.000897544,79,88018,1114.151899,0.000799032,70,87606,1251.514286,0.006415086,562,87606,155.8825623,2743,0.33,0.28,0.131371402,6513,49577,0.044496847,868,19507,0.001027327,90,87606,973.4
faa74ac9,40041,0.23904157,7602,31802,0.000469462,20,42602,2130.1,0.000397819,17,42733,2513.705882,0.001801886,77,42733,554.974026,3402,0.33,0.5,0.287958563,6727,23361,0.107411145,958,8919,0.000725435,31,42733,1378.483871
facf0b96,13133,0.200888816,2441,12151,0.000520803,9,17281,1920.111111,0.001017064,18,17698,983.2222222,0.000282518,5,17698,3539.6,4650,0.52,0.46,0.227835397,2043,8967,0.128335832,428,3335,0.000847553,15,17698,1179.866667
fb245a2f,19183,0.059128111,1062,17961,0.000673219,15,22281,1485.4,0.000361321,8,22141,2767.625,0.000632311,14,22141,1581.5,3325,0.46,0.44,0.070900915,883,12454,0.033622184,194,5770,0.000587146,13,22141,1703.153846
fb3d2747,48399,0.209865805,1689,8048,0.000681863,7,10266,1466.571429,0.000195427,2,10234,5117,0.000390854,4,10234,2558.5,5117,0.33,0.37,0.247323153,1409,5697,0.122159091,301,2464,0.000683995,7,10234,1462
fb53b5c8,12071,0.186168529,97648,524514,0.000647977,479,739224,1543.265136,0.000486344,367,754610,2056.158038,0.001074727,811,754610,930.4685573,4308,0.51,0.49,0.218132277,86140,394898,0.092654284,12655,136583,0.001048224,791,754610,953.9949431
fb5a7254,36079,0.049106436,4031,82087,0.00049334,49,99323,2027,0.000566274,56,98892,1765.928571,0.003397646,336,98892,294.3214286,4041,0.43,0.51,0.057207759,3551,62072,0.025391908,541,21306,0.000556162,55,98892,1798.036364
fb627b5c,17115,0.055362227,4550,82186,0.00083175,88,105801,1202.284091,0.00056345,59,104712,1774.779661,0.001470701,154,104712,679.948052,6514,0.48,0.46,0.069294396,4105,59240,0.020763536,502,24177,0.001375201,144,104712,727.1666667
fb646946,30023,0.1011201,650,6428,0.001317812,12,9106,758.8333333,0.000876136,8,9131,1141.375,0.004709232,43,9131,212.3488372,4850,0.4,0.45,0.113557358,588,5178,0.051660517,70,1355,0.00109517,10,9131,913.1
fb6557b5,45015,0.11780302,21727,184435,0.000312017,68,217937,3204.955882,0.000275905,61,221091,3624.442623,0.001081003,239,221091,925.0669456,3907,0.48,0.47,0.144704359,19226,132864,0.050936703,2757,54126,0.00043421,96,221091,2303.03125
fb6923fc,13197,0.170626027,1142,6693,0.000118343,1,8450,8450,0.000119746,1,8351,8351,NULL,0,8351,NULL,2688,0.32,0.41,0.203527265,1004,4933,0.081182796,151,1860,0.000239492,2,8351,4175.5
fb7c2cd7,13105,0.175922824,2626,14927,0.000523314,10,19109,1910.9,0.000313808,6,19120,3186.666667,0.000366109,7,19120,2731.428571,6204,0.39,0.32,0.212430001,2314,10893,0.079915134,339,4242,0.000209205,4,19120,4780
fbc618bf,38009,0.104394471,506,4847,0.000306279,2,6530,3265,0.000311964,2,6411,3205.5,0.000155982,1,6411,6411,4124,0.54,0.37,0.10655501,369,3463,0.102971666,149,1447,0.000935891,6,6411,1068.5
fbc7a29f,29063,0.104875677,755,7199,0.000238322,3,12588,4196,0.0000791766,1,12630,12630,NULL,0,12630,NULL,5013,0.37,0.43,0.124486201,636,5109,0.057911537,127,2193,0.0000791766,1,12630,12630
fbd19427,28051,0.144305605,2021,14005,0.000507357,9,17739,1971,0.000340484,6,17622,2937,0.000283736,5,17622,3524.4,4789,0.36,0.28,0.192084542,1854,9652,0.039817232,183,4596,0.001021451,18,17622,979
fbed1ecc,13151,0.127974012,25528,199478,0.000473843,107,225813,2110.401869,0.000360525,83,230220,2773.73494,0.001433412,330,230220,697.6363636,4236,0.42,0.42,0.156174009,22093,141464,0.063740551,3921,61515,0.001042481,240,230220,959.25
fbf7910c,33013,0.074661979,8791,117744,0.00110578,165,149216,904.3393939,0.000747691,113,151132,1337.451327,0.004102374,620,151132,243.7612903,4171,0.54,0.53,0.090069749,8058,89464,0.027270904,816,29922,0.001554932,235,151132,643.1148936
fbfcb4eb,49011,0.069584091,21800,313290,0.000474633,165,347637,2106.890909,0.000673845,237,351713,1484.021097,0.00205281,722,351713,487.1371191,2052,0.4,0.49,0.083101898,16637,200200,0.048054068,5681,118221,0.0005459,192,351713,1831.838542
fc1c0176,26037,0.045972279,3015,65583,0.000318703,25,78443,3137.72,0.000252105,20,79332,3966.6,0.001121868,89,79332,891.3707865,3767,0.52,0.5,0.054114174,2603,48102,0.025295201,467,18462,0.000289921,23,79332,3449.217391
fc1d86b1,02261,0.148957423,1193,8009,0.000970037,9,9278,1030.888889,0.000436491,4,9164,2291,0.00207333,19,9164,482.3157895,NULL,NULL,NULL,0.165184679,966,5848,0.108024691,245,2268,0.001091227,10,9164,916.4
